trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
vj_1@07:00:00,07:00:00,07:00:00,260010966,1,,0,0,
vj_1@07:00:00,07:20:00,07:20:00,260010967,2,,0,0,
vj_1@07:00:00,07:40:00,07:40:00,260010374,3,,0,0,
vj_1@07:00:00,07:50:00,07:50:00,260070132,4,,0,0,
vj_1@07:00:00,08:00:00,08:00:00,260010944,5,,0,0,
vj_1@07:20:00,07:20:00,07:20:00,260010966,1,,0,0,
vj_1@07:20:00,07:40:00,07:40:00,260010967,2,,0,0,
vj_1@07:20:00,08:00:00,08:00:00,260010374,3,,0,0,
vj_1@07:20:00,08:10:00,08:10:00,260070132,4,,0,0,
vj_1@07:20:00,08:20:00,08:20:00,260010944,5,,0,0,
vj_1@07:40:00,07:40:00,07:40:00,260010966,1,,0,0,
vj_1@07:40:00,08:00:00,08:00:00,260010967,2,,0,0,
vj_1@07:40:00,08:20:00,08:20:00,260010374,3,,0,0,
vj_1@07:40:00,08:30:00,08:30:00,260070132,4,,0,0,
vj_1@07:40:00,08:40:00,08:40:00,260010944,5,,0,0,
vj_1@08:00:00,08:00:00,08:00:00,260010966,1,,0,0,
vj_1@08:00:00,08:20:00,08:20:00,260010967,2,,0,0,
vj_1@08:00:00,08:40:00,08:40:00,260010374,3,,0,0,
vj_1@08:00:00,08:50:00,08:50:00,260070132,4,,0,0,
vj_1@08:00:00,09:00:00,09:00:00,260010944,5,,0,0,
vj_1@08:20:00,08:20:00,08:20:00,260010966,1,,0,0,
vj_1@08:20:00,08:40:00,08:40:00,260010967,2,,0,0,
vj_1@08:20:00,09:00:00,09:00:00,260010374,3,,0,0,
vj_1@08:20:00,09:10:00,09:10:00,260070132,4,,0,0,
vj_1@08:20:00,09:20:00,09:20:00,260010944,5,,0,0,
vj_1@08:40:00,08:40:00,08:40:00,260010966,1,,0,0,
vj_1@08:40:00,09:00:00,09:00:00,260010967,2,,0,0,
vj_1@08:40:00,09:20:00,09:20:00,260010374,3,,0,0,
vj_1@08:40:00,09:30:00,09:30:00,260070132,4,,0,0,
vj_1@08:40:00,09:40:00,09:40:00,260010944,5,,0,0,
vj_1@09:00:00,09:00:00,09:00:00,260010966,1,,0,0,
vj_1@09:00:00,09:20:00,09:20:00,260010967,2,,0,0,
vj_1@09:00:00,09:40:00,09:40:00,260010374,3,,0,0,
vj_1@09:00:00,09:50:00,09:50:00,260070132,4,,0,0,
vj_1@09:00:00,10:00:00,10:00:00,260010944,5,,0,0,
vj_1@09:20:00,09:20:00,09:20:00,260010966,1,,0,0,
vj_1@09:20:00,09:40:00,09:40:00,260010967,2,,0,0,
vj_1@09:20:00,10:00:00,10:00:00,260010374,3,,0,0,
vj_1@09:20:00,10:10:00,10:10:00,260070132,4,,0,0,
vj_1@09:20:00,10:20:00,10:20:00,260010944,5,,0,0,
vj_1@09:40:00,09:40:00,09:40:00,260010966,1,,0,0,
vj_1@09:40:00,10:00:00,10:00:00,260010967,2,,0,0,
vj_1@09:40:00,10:20:00,10:20:00,260010374,3,,0,0,
vj_1@09:40:00,10:30:00,10:30:00,260070132,4,,0,0,
vj_1@09:40:00,10:40:00,10:40:00,260010944,5,,0,0,
vj_1@10:00:00,10:00:00,10:00:00,260010966,1,,0,0,
vj_1@10:00:00,10:20:00,10:20:00,260010967,2,,0,0,
vj_1@10:00:00,10:40:00,10:40:00,260010374,3,,0,0,
vj_1@10:00:00,10:50:00,10:50:00,260070132,4,,0,0,
vj_1@10:00:00,11:00:00,11:00:00,260010944,5,,0,0,
vj_1@10:20:00,10:20:00,10:20:00,260010966,1,,0,0,
vj_1@10:20:00,10:40:00,10:40:00,260010967,2,,0,0,
vj_1@10:20:00,11:00:00,11:00:00,260010374,3,,0,0,
vj_1@10:20:00,11:10:00,11:10:00,260070132,4,,0,0,
vj_1@10:20:00,11:20:00,11:20:00,260010944,5,,0,0,
vj_1@10:40:00,10:40:00,10:40:00,260010966,1,,0,0,
vj_1@10:40:00,11:00:00,11:00:00,260010967,2,,0,0,
vj_1@10:40:00,11:20:00,11:20:00,260010374,3,,0,0,
vj_1@10:40:00,11:30:00,11:30:00,260070132,4,,0,0,
vj_1@10:40:00,11:40:00,11:40:00,260010944,5,,0,0,
vj_1@11:00:00,11:00:00,11:00:00,260010966,1,,0,0,
vj_1@11:00:00,11:20:00,11:20:00,260010967,2,,0,0,
vj_1@11:00:00,11:40:00,11:40:00,260010374,3,,0,0,
vj_1@11:00:00,11:50:00,11:50:00,260070132,4,,0,0,
vj_1@11:00:00,12:00:00,12:00:00,260010944,5,,0,0,
vj_1@11:20:00,11:20:00,11:20:00,260010966,1,,0,0,
vj_1@11:20:00,11:40:00,11:40:00,260010967,2,,0,0,
vj_1@11:20:00,12:00:00,12:00:00,260010374,3,,0,0,
vj_1@11:20:00,12:10:00,12:10:00,260070132,4,,0,0,
vj_1@11:20:00,12:20:00,12:20:00,260010944,5,,0,0,
vj_1@11:40:00,11:40:00,11:40:00,260010966,1,,0,0,
vj_1@11:40:00,12:00:00,12:00:00,260010967,2,,0,0,
vj_1@11:40:00,12:20:00,12:20:00,260010374,3,,0,0,
vj_1@11:40:00,12:30:00,12:30:00,260070132,4,,0,0,
vj_1@11:40:00,12:40:00,12:40:00,260010944,5,,0,0,
vj_1@12:00:00,12:00:00,12:00:00,260010966,1,,0,0,
vj_1@12:00:00,12:20:00,12:20:00,260010967,2,,0,0,
vj_1@12:00:00,12:40:00,12:40:00,260010374,3,,0,0,
vj_1@12:00:00,12:50:00,12:50:00,260070132,4,,0,0,
vj_1@12:00:00,13:00:00,13:00:00,260010944,5,,0,0,
vj_1@12:20:00,12:20:00,12:20:00,260010966,1,,0,0,
vj_1@12:20:00,12:40:00,12:40:00,260010967,2,,0,0,
