trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
vj_1@07:00:00,07:00:00,07:00:00,0600000001,1,,0,0,
vj_1@07:00:00,07:20:00,07:20:00,0600000002,2,,0,0,
vj_1@07:00:00,07:40:00,07:40:00,0600000003,3,,0,0,
vj_1@07:00:00,07:50:00,07:50:00,0600000004,4,,0,0,
vj_1@07:00:00,08:00:00,08:00:00,0600000005,5,,0,0,
vj_1@07:00:00,08:10:00,08:10:00,0600000011,6,,0,0,
vj_1@07:00:00,08:30:00,08:30:00,0600000012,7,,0,0,
vj_1@07:00:00,08:50:00,08:50:00,0600000013,8,,0,0,
vj_1@07:00:00,09:00:00,09:00:00,0600000014,9,,0,0,
vj_1@07:00:00,09:10:00,09:10:00,0600000015,10,,0,0,
vj_1@07:00:00,09:10:00,09:10:00,0600000016,11,,0,0,
vj_1@07:00:00,09:20:00,09:20:00,0600000017,12,,0,0,
vj_1@07:00:00,09:30:00,09:30:00,0600000018,13,,0,0,
vj_1@07:00:00,09:40:00,09:40:00,0600000019,14,,0,0,
vj_1@07:00:00,09:40:00,09:40:00,0600000020,15,,0,0,
vj_1@07:00:00,09:50:00,09:50:00,0600000021,16,,0,0,
vj_1@07:00:00,10:00:00,10:00:00,0600000022,17,,0,0,
vj_1@07:00:00,10:20:00,10:20:00,0600000023,18,,0,0,
vj_1@07:00:00,10:30:00,10:30:00,0600000024,19,,0,0,
vj_1@07:00:00,10:40:00,10:40:00,0600000025,20,,0,0,
vj_1@07:00:00,10:50:00,10:50:00,0600000026,21,,0,0,
vj_1@07:00:00,11:00:00,11:00:00,0600000027,22,,0,0,
vj_1@07:00:00,11:10:00,11:10:00,0600000028,23,,0,0,
vj_1@07:00:00,11:20:00,11:20:00,0600000029,24,,0,0,
vj_1@07:00:00,11:30:00,11:30:00,0600000030,25,,0,0,
vj_1@07:00:00,11:40:00,11:40:00,0600000031,26,,0,0,
vj_1@07:00:00,11:50:00,11:50:00,0600000032,27,,0,0,
vj_1@07:00:00,12:00:00,12:00:00,0600000033,28,,0,0,
vj_1@07:00:00,12:10:00,12:10:00,0600000034,29,,0,0,
vj_1@07:00:00,12:20:00,12:20:00,0600000036,30,,0,0,
vj_1@07:00:00,12:30:00,12:30:00,0600000037,31,,0,0,
vj_2@08:00:00,08:00:00,08:00:00,0600000001,1,,0,0,
vj_2@08:00:00,08:20:00,08:20:00,0600000002,2,,0,0,
vj_2@08:00:00,08:40:00,08:40:00,0600000003,3,,0,0,
vj_2@08:00:00,08:50:00,08:50:00,0600000004,4,,0,0,
vj_2@08:00:00,09:00:00,09:00:00,0600000005,5,,0,0,
vj_2@08:00:00,09:10:00,09:10:00,0600000011,6,,0,0,
vj_2@08:00:00,09:30:00,09:30:00,0600000012,7,,0,0,
vj_2@08:00:00,09:50:00,09:50:00,0600000013,8,,0,0,
vj_2@08:00:00,10:00:00,10:00:00,0600000014,9,,0,0,
vj_2@08:00:00,10:10:00,10:10:00,0600000015,10,,0,0,
vj_2@08:00:00,10:10:00,10:10:00,0600000016,11,,0,0,
vj_2@08:00:00,10:20:00,10:20:00,0600000017,12,,0,0,
vj_2@08:00:00,10:30:00,10:30:00,0600000018,13,,0,0,
vj_2@08:00:00,10:40:00,10:40:00,0600000019,14,,0,0,
vj_2@08:00:00,10:40:00,10:40:00,0600000020,15,,0,0,
vj_2@08:00:00,10:50:00,10:50:00,0600000021,16,,0,0,
vj_2@08:00:00,11:00:00,11:00:00,0600000022,17,,0,0,
vj_2@08:00:00,11:20:00,11:20:00,0600000023,18,,0,0,
vj_2@08:00:00,11:30:00,11:30:00,0600000024,19,,0,0,
vj_2@08:00:00,11:40:00,11:40:00,0600000025,20,,0,0,
