route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
l_1,FIN50,vj_1@07:00:00,,,,
l_1,FIN50,vj_2@08:00:00,,,,
l_1,FIN50,vj_3@08:30:00,,,,
l_1,FIN50,vj_4@09:00:00,,,,
l_1,FIN50,vj_5@09:30:00,,,,
l_1,FIN50,vj_6@10:15:00,,,,
l_1,FIN50,vj_7@10:32:00,,,,
l_1,FIN50,vj_8@10:40:00,,,,
l_1,FIN50,vj_9@11:02:00,,,,
l_1,FIN50,vj_10@11:14:00,,,,
l_1,FIN50,vj_11@11:24:00,,,,
l_1,FIN50,vj_12@11:44:00,,,,
l_1,FIN50,vj_13@12:00:00,,,,
l_1,FIN50,vj_14@12:12:00,,,,
l_1,FIN50,vj_15@12:30:00,,,,
l_1,FIN50,vj_16@12:47:00,,,,
l_1,FIN50,vj_17@13:06:00,,,,
l_1,FIN50,vj_18@13:24:00,,,,
l_1,FIN50,vj_19@13:44:00,,,,
l_1,FIN50,vj_20@13:58:00,,,,
l_1,FIN50,vj_21@14:20:00,,,,
l_1,FIN50,vj_21@14:30:00,,,,
l_1,FIN50,vj_21@14:40:00,,,,
l_1,FIN50,vj_21@14:50:00,,,,
l_1,FIN50,vj_21@15:00:00,,,,
l_1,FIN50,vj_22@15:00:00,,,,
l_1,FIN50,vj_22@15:12:00,,,,
l_1,FIN50,vj_22@15:24:00,,,,
l_1,FIN50,vj_22@15:36:00,,,,
l_1,FIN50,vj_22@15:48:00,,,,
l_1,FIN50,vj_22@16:00:00,,,,
l_1,FIN50,vj_23@16:00:00,,,,
l_1,FIN50,vj_23@16:20:00,,,,
l_1,FIN50,vj_23@16:40:00,,,,
l_1,FIN50,vj_23@17:00:00,,,,
l_1,FIN50,vj_24@17:00:00,,,,
l_1,FIN50,vj_24@17:20:00,,,,
l_1,FIN50,vj_24@17:40:00,,,,
l_1,FIN50,vj_24@18:00:00,,,,
l_1,FIN50,vj_25@17:00:00,,,,
l_1,FIN50,vj_25@17:20:00,,,,
l_1,FIN50,vj_25@17:40:00,,,,
l_1,FIN50,vj_25@18:00:00,,,,
l_1,FIN50,vj_26@18:00:00,,,,
l_1,FIN50,vj_26@18:25:00,,,,
l_1,FIN50,vj_26@18:50:00,,,,
l_1,FIN50,vj_27@19:00:00,,,,
l_1,FIN50,vj_27@19:30:00,,,,
l_1,FIN50,vj_27@20:00:00,,,,
