trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
VJ1@10:00:00,,10:00:00,260048015,1,,0,0,
VJ1@10:00:00,10:03:00,10:03:00,260054043,2,,0,0,
VJ1@10:00:00,10:07:00,10:07:00,260054044,3,,0,0,
VJ1@10:00:00,10:20:00,10:20:00,260016821,4,,0,0,
VJ1@10:00:00,10:29:00,,260016829,5,,0,0,
VJ2@11:00:00,,11:00:00,260048015,1,,0,0,
VJ2@11:00:00,11:03:00,11:03:00,260054043,2,,0,0,
VJ2@11:00:00,,,260054044,3,,0,0,
VJ2@11:00:00,11:20:00,11:20:00,260016821,4,,0,0,
VJ2@11:00:00,11:29:00,,260016829,5,,0,0,
VJ3@12:00:00,,12:00:00,260048015,1,,0,0,
VJ3@12:00:00,,,260054043,2,,0,0,
VJ3@12:00:00,12:07:00,12:07:00,260054044,3,,0,0,
VJ3@12:00:00,,,260016821,4,,0,0,
VJ3@12:00:00,12:29:00,,260016829,5,,0,0,
VJ4@13:07:00,,13:07:00,260054044,1,,0,0,
VJ4@13:07:00,13:20:00,13:20:00,260016821,2,,0,0,
VJ4@13:07:00,13:29:00,,260016829,3,,0,0,
VJ5@14:00:00,,14:00:00,260048015,1,,0,0,
VJ5@14:00:00,14:08:00,14:08:00,260054043,2,,0,0,
VJ5@14:00:00,14:17:00,,260054044,3,,0,0,
