trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
VJ1@10:00:00,,10:00:00,5530000001,1,,0,0,
VJ1@10:00:00,10:10:00,10:10:00,5530000002,2,,0,0,
VJ1@10:00:00,10:12:00,10:12:00,5530000003,3,,0,0,
VJ1@10:00:00,10:15:00,10:16:00,5530000005,4,,0,0,
VJ1@10:00:00,10:20:00,,5530000006,5,,0,0,
VJ2@11:00:00,,11:00:00,5530000001,1,,0,0,
VJ2@11:00:00,11:10:00,11:10:00,5530000002,2,,0,0,
VJ2@11:00:00,11:15:00,11:15:00,5530000004,3,,0,0,
VJ2@11:00:00,11:21:00,11:22:00,5530000005,4,,0,0,
VJ2@11:00:00,11:28:00,,5530000006,5,,0,0,
